Player Name,Salary,Position,Age,Team,GP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Total Minutes,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,SKILL
Damian Lillard,42492492,PG,32,POR,58,58,36.3,9.6,20.7,0.463,4.2,11.3,0.371,5.4,9.4,0.574,0.564,8.8,9.6,0.914,0.8,4,4.8,7.3,0.9,0.3,3.3,1.9,32.2,2107,26.7,0.645,0.547,0.464,2.4,12.8,7.6,35,1.2,0.8,11.7,33.8,8.2,0.8,9,0.205,8.3,-1.2,7.1,4.9,49.9
Shai Gilgeous-Alexander,30913750,PG,24,OKC,68,68,35.5,10.4,20.3,0.51,0.9,2.5,0.345,9.5,17.8,0.533,0.531,9.8,10.9,0.905,0.9,4,4.8,5.5,1.6,1,2.8,2.8,31.4,2416,27.2,0.626,0.122,0.535,2.6,12.2,7.3,25.7,2.2,2.5,10.1,32.8,8.4,3,11.4,0.226,5.7,1.5,7.3,5.6,48.25
Stephen Curry,48070014,PG,34,GSW,56,56,34.7,10,20.2,0.493,4.9,11.4,0.427,5.1,8.8,0.579,0.614,4.6,5,0.915,0.7,5.4,6.1,6.3,0.9,0.4,3.2,2.1,29.4,1941,24.1,0.656,0.564,0.248,2.3,16.8,9.7,30,1.3,0.9,12.5,31,5.8,2,7.8,0.192,7.5,0.1,7.5,4.7,46.95
Trae Young,37096500,PG,24,ATL,73,73,34.8,8.2,19,0.429,2.1,6.3,0.335,6.1,12.7,0.476,0.485,7.8,8.8,0.886,0.8,2.2,3,10.2,1.1,0.1,4.1,1.4,26.2,2541,22,0.573,0.331,0.46,2.4,7,4.7,42.5,1.5,0.3,15.2,32.6,5.3,1.4,6.7,0.126,5.3,-2,3.3,3.4,46.75
Ja Morant,12119440,PG,23,MEM,61,59,31.9,9.3,19.9,0.466,1.5,4.9,0.307,7.8,15,0.519,0.504,6.1,8.1,0.748,1,4.9,5.9,8.1,1.1,0.3,3.4,1.6,26.2,1948,23.3,0.557,0.247,0.409,3.3,16.1,9.7,41.1,1.6,0.7,12.6,34.9,3.4,2.6,6,0.148,5.2,0.5,5.7,3.8,46.6
James Harden,33000000,PG,33,PHI,58,58,36.8,6.4,14.5,0.441,2.8,7.2,0.385,3.6,7.3,0.495,0.536,5.4,6.2,0.867,0.7,5.4,6.1,10.7,1.2,0.5,3.4,1.9,21,2135,21.6,0.607,0.496,0.429,2.3,17.1,9.8,43.3,1.6,1.4,16.3,25,5.8,2.6,8.4,0.188,5.1,0.3,5.4,4,45.8
Jayson Tatum,30351780,SF,24,BOS,74,74,36.9,9.8,21.1,0.466,3.2,9.3,0.35,6.6,11.8,0.558,0.543,7.2,8.4,0.854,1.1,7.7,8.8,4.6,1.1,0.7,2.9,2.2,30.1,2732,23.7,0.607,0.44,0.399,3.2,22.5,13,20.9,1.4,1.6,10.4,32.7,6.2,4.3,10.5,0.185,4.8,0.7,5.5,5.1,45.3
LaMelo Ball,8623920,PG,21,CHO,36,36,35.2,8.2,20,0.411,4,10.6,0.376,4.2,9.4,0.45,0.51,2.8,3.4,0.836,1.2,5.3,6.4,8.4,1.3,0.3,3.6,3.3,23.3,1268,17.9,0.541,0.531,0.169,3.5,16.2,9.7,38.7,1.7,0.8,14.3,30,0.6,1.2,1.8,0.068,3.2,-0.8,2.4,1.4,45.15
Donovan Mitchell,30913750,SG,26,CLE,68,68,35.8,10,20.6,0.484,3.6,9.3,0.386,6.4,11.3,0.566,0.572,4.7,5.4,0.867,0.9,3.3,4.3,4.4,1.5,0.4,2.6,2.5,28.3,2432,22.9,0.614,0.453,0.262,3.1,10.9,7,21.4,2,1,10.3,32.1,5.4,3.5,8.9,0.176,5.6,0.6,6.3,5,44.13
Kyrie Irving,38917057,SG,30,BRK/DAL,60,60,37.4,9.9,20.1,0.494,3.1,8.3,0.379,6.8,11.8,0.574,0.572,4.1,4.6,0.905,1,4.1,5.1,5.5,1.1,0.8,2.1,2.8,27.1,2241,22.4,0.613,0.412,0.227,3,12.3,7.7,25.4,1.4,1.7,8.8,28.9,5.4,2,7.4,0.159,4.8,-0.7,4.1,3.5,44.07
Devin Booker,33833400,SG,26,PHO,53,53,34.6,9.9,20.1,0.494,2.1,6,0.351,7.8,14.2,0.554,0.546,5.8,6.8,0.855,0.9,3.7,4.5,5.5,1,0.3,2.7,3,27.8,1835,22,0.601,0.296,0.336,2.7,12,7.2,27.3,1.4,0.9,10.6,31.8,4.2,1.9,6,0.157,4.5,-0.3,4.2,2.9,44.01
Tyrese Haliburton,4215120,PG,22,IND,56,56,33.6,7.4,15,0.49,2.9,7.2,0.4,4.5,7.8,0.572,0.586,3.1,3.6,0.871,0.6,3.1,3.7,10.4,1.6,0.4,2.5,1.2,20.7,1883,23.6,0.624,0.478,0.239,1.9,10.1,6,47.6,2.3,1.1,13.2,23.8,6.4,1.2,7.6,0.195,7,0.2,7.2,4.4,43.4
Kyrie Irving,38917057,PG,30,BRK/DAL,60,60,37.4,9.9,20.1,0.494,3.1,8.3,0.379,6.8,11.8,0.574,0.572,4.1,4.6,0.905,1,4.1,5.1,5.5,1.1,0.8,2.1,2.8,27.1,2241,22.4,0.613,0.412,0.227,3,12.3,7.7,25.4,1.4,1.7,8.8,28.9,5.4,2,7.4,0.159,4.8,-0.7,4.1,3.5,43.05
Anthony Edwards,10733400,SG,21,MIN,79,79,36,8.9,19.5,0.459,2.7,7.3,0.369,6.3,12.2,0.513,0.528,4,5.3,0.756,0.6,5.2,5.8,4.4,1.6,0.7,3.3,2.4,24.6,2842,17.4,0.564,0.375,0.274,1.9,15.9,9,19.3,2.1,1.8,13,29.9,0.2,3.6,3.8,0.064,1,0,1,2.1,41.59
Giannis Antetokounmpo,42492492,PF,28,MIL,63,63,32.1,11.2,20.3,0.553,0.7,2.7,0.275,10.5,17.6,0.596,0.572,7.9,12.3,0.645,2.2,9.6,11.8,5.7,0.8,0.8,3.9,3.1,31.1,2024,29,0.605,0.134,0.604,7.3,30,19.1,33.2,1.2,2.1,13.2,38.8,4.9,3.7,8.6,0.204,5.8,2.7,8.5,5.4,41.33
Joel Embiid,33616770,C,28,PHI,66,66,34.6,11,20.1,0.548,1,3,0.33,10,17.1,0.587,0.573,10,11.7,0.857,1.7,8.4,10.2,4.2,1,1.7,3.4,3.1,33.1,2284,31.4,0.655,0.151,0.581,5.9,28.3,17.3,22.9,1.4,4.6,11.9,37,8.4,3.9,12.3,0.259,6.8,2.3,9.2,6.4,41.17
De'Aaron Fox,30351780,PG,25,SAC,73,73,33.4,9.3,18.2,0.512,1.6,5,0.324,7.7,13.2,0.584,0.557,4.7,6,0.78,0.5,3.6,4.2,6.1,1.1,0.3,2.5,2.4,25,2435,21.8,0.599,0.276,0.331,1.9,12.4,7.2,29.6,1.6,0.8,10.6,30.1,5.5,1.8,7.4,0.146,3.4,-0.9,2.5,2.7,40.6
LeBron James,44474988,PF,38,LAL,55,54,35.5,11.1,22.2,0.5,2.2,6.9,0.321,8.9,15.3,0.58,0.549,4.6,5.9,0.768,1.2,7.1,8.3,6.8,0.9,0.6,3.2,1.6,28.9,1954,23.9,0.583,0.309,0.268,3.7,20.8,12.5,33.5,1.2,1.4,11.6,33.3,3.2,2.4,5.6,0.138,5.5,0.6,6.1,4,39.12
Zach LaVine,37096500,SG,27,CHI,77,77,35.9,8.7,18,0.485,2.6,7.1,0.375,6.1,11,0.556,0.558,4.7,5.6,0.848,0.5,3.9,4.5,4.2,0.9,0.2,2.5,2.1,24.8,2768,19,0.607,0.392,0.308,1.7,12.2,7.1,18.7,1.2,0.6,11,28.3,4.2,2.9,7.1,0.123,2.7,-0.7,1.9,2.7,38.97
Jalen Brunson,27733332,PG,26,NYK,68,68,35,8.6,17.6,0.491,2,4.7,0.416,6.7,12.8,0.519,0.547,4.8,5.8,0.829,0.6,3,3.5,6.2,0.9,0.2,2.1,2.2,24,2379,21.2,0.597,0.269,0.328,1.8,9.3,5.6,28.7,1.3,0.6,9.4,27.2,6.9,1.8,8.7,0.175,4.4,-0.5,3.9,3.5,38.8
Jaylen Brown,29776785,SF,26,BOS,67,67,35.9,10.1,20.6,0.491,2.4,7.3,0.335,7.7,13.4,0.576,0.55,3.9,5.1,0.765,1.2,5.7,6.9,3.5,1.1,0.4,2.9,2.6,26.6,2405,19.1,0.581,0.352,0.249,3.6,17,10.4,16.5,1.5,0.9,11.4,31.4,1.6,3.4,5,0.1,1.5,-0.2,1.3,2,38.5
Darius Garland,8920794,PG,23,CLE,69,69,35.5,7.6,16.4,0.462,2.4,6,0.41,5.1,10.4,0.492,0.537,4,4.7,0.863,0.4,2.3,2.7,7.8,1.2,0.1,2.9,2.1,21.6,2447,18.8,0.587,0.365,0.284,1.3,7.6,4.5,34.1,1.7,0.3,13.5,26.9,4.5,3,7.6,0.148,3.2,-0.7,2.4,2.7,38.45
Jrue Holiday,34319520,PG,32,MIL,67,65,32.6,7.3,15.3,0.479,2.4,6.1,0.384,5,9.1,0.542,0.556,2.3,2.6,0.859,1.2,3.9,5.1,7.4,1.2,0.4,2.9,1.7,19.3,2183,19.2,0.586,0.402,0.173,3.9,12,8.1,34.4,1.7,0.9,15.2,25,3.9,2.8,6.7,0.148,3,0.1,3.1,2.8,38.1
Fred VanVleet,21250000,PG,28,TOR,69,69,36.7,6.3,16.1,0.393,3,8.8,0.342,3.3,7.3,0.455,0.486,3.7,4.1,0.898,0.4,3.6,4.1,7.2,1.8,0.6,2,2.8,19.3,2535,17,0.54,0.545,0.254,1.2,12,6.3,28.1,2.4,1.5,10.2,23.2,3.7,2.8,6.5,0.123,2,0.5,2.5,2.9,38
Bradley Beal,43279250,SG,29,WAS,50,50,33.5,8.9,17.6,0.506,1.6,4.4,0.365,7.3,13.2,0.552,0.551,3.8,4.6,0.842,0.8,3.1,3.9,5.4,0.9,0.7,2.9,2.1,23.2,1673,19.7,0.593,0.249,0.26,2.8,9.9,6.5,26.6,1.3,1.7,12.9,29.2,2.2,1.2,3.4,0.099,2.9,-1.2,1.8,1.6,37.76
Kevin Durant,44119845,PF,34,BRK/PHO,47,47,35.6,10.3,18.3,0.56,2,4.9,0.404,8.3,13.4,0.617,0.614,6.5,7.1,0.919,0.4,6.3,6.7,5,0.7,1.4,3.3,2.1,29.1,1672,25.9,0.677,0.267,0.387,1.2,19.5,10.5,24.5,1,3.4,13.4,30.7,4.7,2.1,6.8,0.194,6,1.2,7.1,3.9,37.28
Brandon Ingram,31650600,SF,25,NOP,45,45,34.2,9,18.6,0.484,1.4,3.6,0.39,7.6,14.9,0.507,0.522,5.3,6,0.882,0.5,5,5.5,5.8,0.7,0.4,3.3,2.6,24.7,1538,19.2,0.582,0.196,0.326,1.7,16.4,9.1,28.1,1,1.2,13.4,30.8,1.8,1.7,3.5,0.108,2.2,-0.4,1.7,1.4,37.1
Dejounte Murray,17071120,SG,26,ATL,74,74,36.4,8.3,17.8,0.464,1.8,5.2,0.344,6.5,12.6,0.514,0.514,2.1,2.6,0.832,0.7,4.5,5.3,6.1,1.5,0.3,2.2,1.4,20.5,2693,17,0.54,0.293,0.144,2.1,13.8,7.9,24,2,0.6,10.2,24.4,2.4,2.3,4.7,0.084,1.1,0,1,2.1,37.08
Cade Cunningham,10552800,PG,21,DET,12,12,33.3,7.8,18.7,0.415,1.4,5.1,0.279,6.3,13.6,0.466,0.453,3,3.6,0.837,1,5.2,6.2,6,0.8,0.6,3.3,2.8,19.9,400,14,0.492,0.272,0.192,3.2,17.7,10.3,30.7,1.2,1.5,13.8,30,-0.4,0.2,-0.1,-0.018,-0.1,-0.6,-0.7,0.1,37
Paul George,42492492,SF,32,LAC,56,56,34.6,8.2,17.9,0.457,2.8,7.6,0.371,5.4,10.3,0.521,0.536,4.6,5.3,0.871,0.8,5.3,6.1,5.1,1.5,0.4,3.1,2.8,23.8,1939,19.6,0.588,0.424,0.293,2.6,17,9.9,24.2,2.1,0.9,13.4,29.5,2.3,2.3,4.6,0.114,2.4,0.3,2.8,2.3,36.9
Kawhi Leonard,42492492,SF,31,LAC,52,50,33.6,8.6,16.8,0.512,2,4.8,0.416,6.6,11.9,0.551,0.572,4.7,5.4,0.871,1.1,5.4,6.5,3.9,1.4,0.5,1.7,1.6,23.8,1748,23.9,0.623,0.287,0.32,3.7,17.8,10.8,19.6,2,1.4,8.1,27,4.9,2.2,7.1,0.194,5.1,0.9,6.1,3.5,36.1
Desmond Bane,2130240,SG,24,MEM,58,58,31.7,7.8,16.2,0.479,2.9,7,0.408,4.9,9.2,0.534,0.568,3.1,3.5,0.883,0.7,4.3,5,4.4,1,0.4,2.2,2.6,21.5,1841,19.1,0.606,0.433,0.218,2.5,14.3,8.4,20.8,1.4,1.1,10.9,26.1,3.5,2.3,5.8,0.151,3.3,0.1,3.5,2.5,36.02
DeMar DeRozan,27300000,SF,33,CHI,74,74,36.2,8.9,17.6,0.504,0.6,1.9,0.324,8.3,15.7,0.526,0.522,6.2,7.1,0.872,0.5,4.2,4.6,5.1,1.1,0.5,2.1,2.5,24.5,2682,20.6,0.592,0.109,0.401,1.5,12.8,7.2,22.3,1.5,1.3,9.1,27.8,5.4,3.2,8.5,0.153,1.7,0.3,2,2.6,35.9
Domantas Sabonis,21100000,C,26,SAC,79,79,34.6,7.3,11.9,0.615,0.4,1.1,0.373,6.9,10.8,0.639,0.632,4.1,5.5,0.742,3.2,9.1,12.3,7.3,0.8,0.5,2.9,3.5,19.1,2736,23.5,0.668,0.088,0.467,10.6,30,20.3,30.4,1.1,1.2,16.9,21.3,9.6,3,12.6,0.221,4.1,1.8,5.8,5.4,35.61
CJ McCollum,33333333,SG,31,NOP,75,75,35.3,7.8,17.9,0.437,2.8,7.2,0.389,5,10.7,0.469,0.515,2.4,3.2,0.769,0.7,3.6,4.4,5.7,0.9,0.5,2.4,2,20.9,2649,15.6,0.541,0.404,0.177,2.4,11.7,7,25.1,1.3,1.4,11.2,26.4,1.5,2.8,4.3,0.078,1.5,-0.7,0.8,1.9,35.54
Terry Rozier,21486316,SG,28,CHO,63,63,35.3,7.8,18.9,0.415,2.6,8,0.327,5.2,10.8,0.48,0.484,2.8,3.5,0.809,0.8,3.3,4.1,5.1,1.2,0.3,2.1,1.9,21.1,2221,14.7,0.517,0.425,0.185,2.4,10.2,6.2,22.7,1.6,0.6,9.4,26.9,0.1,1.6,1.7,0.037,0.6,-1.1,-0.6,0.8,35.45
Jamal Murray,31650600,PG,25,DEN,65,65,32.8,7.3,16,0.454,2.6,6.6,0.398,4.6,9.4,0.494,0.537,2.8,3.3,0.833,0.7,3.2,4,6.2,1,0.2,2.2,1.6,20,2133,18,0.571,0.415,0.207,2.7,11,6.9,27.5,1.5,0.7,11.3,26.1,3.3,1.9,5.1,0.116,2.6,-1.3,1.3,1.8,35.3
Russell Westbrook,47080179,PG,34,LAL/LAC,73,24,29.1,5.9,13.6,0.436,1.2,3.9,0.311,4.7,9.7,0.487,0.481,2.8,4.3,0.656,1.2,4.6,5.8,7.5,1,0.5,3.5,2.2,15.9,2126,16.1,0.513,0.289,0.317,4.7,16.5,10.8,38.6,1.7,1.3,18.4,27.7,-0.6,2.6,1.9,0.044,0.3,-0.1,0.2,1.2,35.2
Anthony Davis,37980720,C,29,LAL,56,54,34,9.7,17.2,0.563,0.3,1.3,0.257,9.3,15.9,0.589,0.573,6.2,7.9,0.784,3.5,9.1,12.5,2.6,1.1,2,2.2,2.6,25.9,1904,27.8,0.627,0.077,0.462,11.3,27.6,19.7,13,1.5,5.1,9.5,28.4,5.5,3.4,9,0.226,4.6,1.7,6.3,4,34.96
Chris Paul,28400000,PG,37,PHO,59,59,32,5,11.3,0.44,1.7,4.4,0.375,3.3,6.9,0.482,0.513,2.3,2.7,0.831,0.5,3.8,4.3,8.9,1.5,0.4,1.9,2.1,13.9,1889,17.7,0.555,0.391,0.24,1.6,13.4,7.4,38.7,2.4,1,13.4,19.2,3.7,2.5,6.2,0.156,2,1.2,3.2,2.5,34.75
Jalen Green,9441840,SG,20,HOU,76,76,34.2,7.4,17.9,0.416,2.5,7.3,0.338,5,10.6,0.471,0.485,4.8,6.1,0.786,0.6,3.2,3.7,3.7,0.8,0.2,2.6,1.7,22.1,2602,14.5,0.538,0.408,0.341,1.8,10.3,6,17.3,1.1,0.7,11.3,28.1,1.4,0.5,1.8,0.034,0.5,-2.6,-2.1,0,34.58
Tyler Herro,5722116,SG,23,MIA,67,67,34.9,7.3,16.6,0.439,3,8,0.378,4.2,8.5,0.497,0.531,2.5,2.7,0.934,0.4,5,5.4,4.2,0.8,0.2,2.4,1.5,20.1,2337,15.3,0.566,0.484,0.164,1.3,17.3,9,19.9,1.1,0.7,11.7,25.6,1.1,2.4,3.5,0.072,1.5,-0.8,0.6,1.6,34.18
Jordan Clarkson,13340000,SG,30,UTA,61,61,32.6,7.5,16.9,0.444,2.5,7.5,0.338,5,9.4,0.53,0.519,3.3,4,0.816,1.2,2.9,4,4.4,0.5,0.2,3,2,20.8,1988,14.7,0.558,0.445,0.238,4,9.3,6.7,20.9,0.8,0.6,14,27.8,0.9,0.8,1.7,0.042,1,-2.4,-1.4,0.3,33.43
Pascal Siakam,35448672,PF,28,TOR,71,71,37.4,8.9,18.5,0.48,1.3,4,0.324,7.6,14.5,0.523,0.515,5.2,6.7,0.774,1.8,6,7.8,5.8,0.9,0.5,2.4,3.2,24.2,2652,20.3,0.565,0.219,0.361,5.2,19.6,11.9,24.9,1.2,1.3,10,27.2,5.2,2.6,7.8,0.141,3.3,-0.1,3.1,3.4,33.41
Mikal Bridges,20100000,SG,26,BRK/PHO,83,83,35.7,7.1,15.3,0.468,2,5.3,0.382,5.1,9.9,0.514,0.535,3.8,4.3,0.895,1,3.4,4.4,3.3,1.1,0.7,1.5,1.9,20.1,2963,16.8,0.587,0.349,0.279,2.9,10.8,6.8,13.7,1.5,1.8,8.2,22.6,4.4,3.1,7.5,0.121,1.5,0.2,1.7,2.8,33.16
Zion Williamson,13534817,PF,22,NOP,29,29,33,9.8,16.2,0.608,0.2,0.7,0.368,9.6,15.5,0.618,0.615,6.1,8.6,0.714,2,5,7,4.6,1.1,0.6,3.4,2.2,26,956,25.2,0.652,0.041,0.529,6.9,17,12,24.4,1.6,1.6,14.6,30.4,2.3,1.2,3.6,0.18,4.8,1,5.8,1.9,32.95
Skylar Mays,116574,PG,25,POR,6,6,31.5,5.7,11.3,0.5,2,4.3,0.462,3.7,7,0.524,0.588,2,2.2,0.923,0.3,2.8,3.2,8.3,1,0.2,1.7,1.8,15.3,189,19.4,0.624,0.382,0.191,1.2,10.4,5.8,40,1.5,0.5,11.9,19.3,0.6,0.1,0.7,0.171,2.1,-2.1,0,0.1,32.95
Anfernee Simons,22321429,SG,23,POR,62,62,35,7.5,16.9,0.447,3.4,9.1,0.377,4.1,7.8,0.528,0.548,2.6,2.9,0.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3,21.1,2171,14.8,0.581,0.538,0.171,0.9,7.6,4.3,18.6,0.9,0.6,10.2,25.1,2.1,0.3,2.5,0.054,1.3,-2.5,-1.1,0.5,32.35
D'Angelo Russell,31377750,PG,26,LAL/MIN,71,71,32.5,6.3,13.4,0.469,2.7,6.9,0.396,3.5,6.5,0.548,0.572,2.5,3,0.829,0.5,2.5,3,6.2,1,0.4,2.6,2,17.8,2304,16.3,0.605,0.517,0.228,1.7,8.5,5.2,27.4,1.4,1.1,15.1,22.7,3.1,1.9,5.1,0.106,2.1,-0.7,1.5,2,32.3
Spencer Dinwiddie,19500000,PG,29,BRK/DAL,79,79,34.5,5.8,13.3,0.438,2.3,6.2,0.369,3.5,7.1,0.498,0.524,3.4,4.2,0.812,0.4,3.1,3.4,6.5,0.8,0.3,1.8,2.4,17.3,2725,16,0.573,0.467,0.314,1.2,10.2,5.7,28.1,1.2,0.8,10.8,22.1,4.5,1.8,6.3,0.111,1.6,-0.9,0.7,1.8,32.3
Julius Randle,23760000,PF,28,NYK,77,77,35.5,8.5,18.6,0.459,2.8,8.3,0.343,5.7,10.3,0.553,0.536,5.2,6.9,0.757,1.8,8.1,10,4.1,0.6,0.3,2.8,3,25.1,2737,20.3,0.581,0.444,0.371,5.6,25.2,15.4,18.5,0.9,0.7,11.5,29.5,5,3.1,8.1,0.142,3.9,-0.2,3.7,3.9,32.08
Jordan Poole,3901399,PG,23,GSW,82,43,30,6.7,15.6,0.43,2.6,7.8,0.336,4.1,7.8,0.524,0.514,4.4,5.1,0.87,0.4,2.4,2.7,4.5,0.8,0.3,3.1,2.6,20.4,2458,14.6,0.573,0.498,0.325,1.5,8.5,5,22.5,1.2,0.8,14.7,29.2,1.4,1.9,3.2,0.063,-0.1,-1.8,-1.9,0.1,31.7
RJ Barrett,10900634,SG,22,NYK,73,73,33.9,7,16.1,0.434,1.7,5.3,0.31,5.3,10.8,0.495,0.485,4,5.4,0.74,0.8,4.2,5,2.8,0.4,0.2,2.2,2.5,19.6,2475,12.9,0.531,0.332,0.333,2.7,13.7,8.2,12.4,0.6,0.6,10.8,26.2,0.5,1.8,2.2,0.043,-1.2,-1.9,-3.1,-0.7,31.46
